date,supplier_id,supplier_name,component_id,component_name,lead_time_days,order_quantity,on_time_delivery,supplier_tier,supplier_region
2023-05-25,SUP002,Global Plastics,COMP_B,Polymer X,22,4490,1,Tier2,Europe
2023-05-26,SUP001,Acme Materials,COMP_A,Steel Alloy,14,5373,1,Tier1,Asia
2023-05-26,SUP002,Global Plastics,COMP_B,Polymer X,22,3126,1,Tier2,Europe
2023-05-27,SUP001,Acme Materials,COMP_A,Steel Alloy,16,4385,1,Tier1,Asia
2023-05-27,SUP002,Global Plastics,COMP_B,Polymer X,27,1827,0,Tier2,Europe
2023-05-28,SUP001,Acme Materials,COMP_A,Steel Alloy,19,3705,0,Tier1,Asia
2023-05-28,SUP002,Global Plastics,COMP_B,Polymer X,22,644,1,Tier2,Europe
2023-05-29,SUP001,Acme Materials,COMP_A,Steel Alloy,14,4044,1,Tier1,Asia
2023-05-29,SUP002,Global Plastics,COMP_B,Polymer X,22,2338,1,Tier2,Europe
2023-05-30,SUP001,Acme Materials,COMP_A,Steel Alloy,16,5328,1,Tier1,Asia
2023-05-30,SUP002,Global Plastics,COMP_B,Polymer X,22,1916,1,Tier2,Europe
2023-05-31,SUP001,Acme Materials,COMP_A,Steel Alloy,19,5349,0,Tier1,Asia
2023-05-31,SUP002,Global Plastics,COMP_B,Polymer X,22,4559,1,Tier2,Europe
2023-06-01,SUP001,Acme Materials,COMP_A,Steel Alloy,14,5534,1,Tier1,Asia
2023-06-01,SUP002,Global Plastics,COMP_B,Polymer X,22,3628,1,Tier2,Europe
2023-06-02,SUP001,Acme Materials,COMP_A,Steel Alloy,14,5285,1,Tier1,Asia
2023-06-02,SUP002,Global Plastics,COMP_B,Polymer X,22,4970,1,Tier2,Europe
2023-06-03,SUP001,Acme Materials,COMP_A,Steel Alloy,14,5292,1,Tier1,Asia
2023-06-03,SUP002,Global Plastics,COMP_B,Polymer X,27,1834,0,Tier2,Europe
2023-06-04,SUP001,Acme Materials,COMP_A,Steel Alloy,16,5527,1,Tier1,Asia
2023-06-04,SUP002,Global Plastics,COMP_B,Polymer X,22,3241,1,Tier2,Europe
2023-06-05,SUP001,Acme Materials,COMP_A,Steel Alloy,14,6523,1,Tier1,Asia
2023-06-05,SUP002,Global Plastics,COMP_B,Polymer X,22,3436,1,Tier2,Europe
2023-06-06,SUP001,Acme Materials,COMP_A,Steel Alloy,14,5489,1,Tier1,Asia
2023-06-06,SUP002,Global Plastics,COMP_B,Polymer X,22,2588,1,Tier2,Europe
2023-06-07,SUP001,Acme Materials,COMP_A,Steel Alloy,19,4750,0,Tier1,Asia
2023-06-07,SUP002,Global Plastics,COMP_B,Polymer X,22,2263,1,Tier2,Europe
2023-06-08,SUP001,Acme Materials,COMP_A,Steel Alloy,14,5088,1,Tier1,Asia
2023-06-08,SUP002,Global Plastics,COMP_B,Polymer X,27,3005,0,Tier2,Europe
2023-06-09,SUP001,Acme Materials,COMP_A,Steel Alloy,14,4849,1,Tier1,Asia
2023-06-09,SUP002,Global Plastics,COMP_B,Polymer X,22,4203,1,Tier2,Europe
2023-06-10,SUP001,Acme Materials,COMP_A,Steel Alloy,16,5447,1,Tier1,Asia
2023-06-10,SUP002,Global Plastics,COMP_B,Polymer X,24,2666,1,Tier2,Europe
2023-06-11,SUP001,Acme Materials,COMP_A,Steel Alloy,14,5486,1,Tier1,Asia
2023-06-11,SUP002,Global Plastics,COMP_B,Polymer X,22,6312,1,Tier2,Europe
2023-06-12,SUP001,Acme Materials,COMP_A,Steel Alloy,14,8012,1,Tier1,Asia
2023-06-12,SUP002,Global Plastics,COMP_B,Polymer X,24,2096,1,Tier2,Europe
2023-06-13,SUP001,Acme Materials,COMP_A,Steel Alloy,19,5103,0,Tier1,Asia
2023-06-13,SUP002,Global Plastics,COMP_B,Polymer X,24,2322,1,Tier2,Europe
2023-06-14,SUP001,Acme Materials,COMP_A,Steel Alloy,14,4772,1,Tier1,Asia
2023-06-14,SUP002,Global Plastics,COMP_B,Polymer X,27,3366,0,Tier2,Europe
2023-06-15,SUP001,Acme Materials,COMP_A,Steel Alloy,16,6276,1,Tier1,Asia
2023-06-15,SUP002,Global Plastics,COMP_B,Polymer X,32,3205,0,Tier2,Europe
2023-06-16,SUP001,Acme Materials,COMP_A,Steel Alloy,24,3658,0,Tier1,Asia
2023-06-16,SUP002,Global Plastics,COMP_B,Polymer X,27,4528,0,Tier2,Europe
2023-06-17,SUP001,Acme Materials,COMP_A,Steel Alloy,16,5579,1,Tier1,Asia
2023-06-17,SUP002,Global Plastics,COMP_B,Polymer X,24,2763,1,Tier2,Europe
2023-06-18,SUP001,Acme Materials,COMP_A,Steel Alloy,14,5150,1,Tier1,Asia
2023-06-18,SUP002,Global Plastics,COMP_B,Polymer X,22,2986,1,Tier2,Europe
2023-06-19,SUP001,Acme Materials,COMP_A,Steel Alloy,14,6210,1,Tier1,Asia
2023-06-19,SUP002,Global Plastics,COMP_B,Polymer X,22,3121,1,Tier2,Europe
2023-06-20,SUP001,Acme Materials,COMP_A,Steel Alloy,16,5186,1,Tier1,Asia
2023-06-20,SUP002,Global Plastics,COMP_B,Polymer X,22,2522,1,Tier2,Europe
2023-06-21,SUP001,Acme Materials,COMP_A,Steel Alloy,14,5814,1,Tier1,Asia
2023-06-21,SUP002,Global Plastics,COMP_B,Polymer X,22,2995,1,Tier2,Europe
2023-06-22,SUP001,Acme Materials,COMP_A,Steel Alloy,14,4768,1,Tier1,Asia
2023-06-22,SUP002,Global Plastics,COMP_B,Polymer X,22,2745,1,Tier2,Europe
2023-06-23,SUP001,Acme Materials,COMP_A,Steel Alloy,19,6281,0,Tier1,Asia
2023-06-23,SUP002,Global Plastics,COMP_B,Polymer X,22,2537,1,Tier2,Europe
2023-06-24,SUP001,Acme Materials,COMP_A,Steel Alloy,19,4353,0,Tier1,Asia
2023-06-24,SUP002,Global Plastics,COMP_B,Polymer X,22,4823,1,Tier2,Europe
2023-06-25,SUP001,Acme Materials,COMP_A,Steel Alloy,19,3271,0,Tier1,Asia
2023-06-25,SUP002,Global Plastics,COMP_B,Polymer X,22,3525,1,Tier2,Europe
2023-06-26,SUP001,Acme Materials,COMP_A,Steel Alloy,19,5042,0,Tier1,Asia
2023-06-26,SUP002,Global Plastics,COMP_B,Polymer X,22,3245,1,Tier2,Europe
2023-06-27,SUP001,Acme Materials,COMP_A,Steel Alloy,16,4991,1,Tier1,Asia
2023-06-27,SUP002,Global Plastics,COMP_B,Polymer X,22,3165,1,Tier2,Europe
2023-06-28,SUP001,Acme Materials,COMP_A,Steel Alloy,14,6187,1,Tier1,Asia
2023-06-28,SUP002,Global Plastics,COMP_B,Polymer X,22,1170,1,Tier2,Europe
2023-06-29,SUP001,Acme Materials,COMP_A,Steel Alloy,14,4223,1,Tier1,Asia
2023-06-29,SUP002,Global Plastics,COMP_B,Polymer X,27,3003,0,Tier2,Europe
2023-06-30,SUP001,Acme Materials,COMP_A,Steel Alloy,19,5874,0,Tier1,Asia
2023-06-30,SUP002,Global Plastics,COMP_B,Polymer X,24,4332,1,Tier2,Europe
2023-07-01,SUP001,Acme Materials,COMP_A,Steel Alloy,14,3985,1,Tier1,Asia
2023-07-01,SUP002,Global Plastics,COMP_B,Polymer X,24,1645,1,Tier2,Europe
2023-07-02,SUP001,Acme Materials,COMP_A,Steel Alloy,16,4633,1,Tier1,Asia
2023-07-02,SUP002,Global Plastics,COMP_B,Polymer X,24,1313,1,Tier2,Europe
2023-07-03,SUP001,Acme Materials,COMP_A,Steel Alloy,14,5503,1,Tier1,Asia
2023-07-03,SUP002,Global Plastics,COMP_B,Polymer X,22,1721,1,Tier2,Europe
2023-07-04,SUP001,Acme Materials,COMP_A,Steel Alloy,19,5218,0,Tier1,Asia
2023-07-04,SUP002,Global Plastics,COMP_B,Polymer X,27,2071,0,Tier2,Europe
2023-07-05,SUP001,Acme Materials,COMP_A,Steel Alloy,14,3140,1,Tier1,Asia
2023-07-05,SUP002,Global Plastics,COMP_B,Polymer X,22,1736,1,Tier2,Europe
2023-07-06,SUP001,Acme Materials,COMP_A,Steel Alloy,16,4837,1,Tier1,Asia
2023-07-06,SUP002,Global Plastics,COMP_B,Polymer X,22,1678,1,Tier2,Europe
2023-07-07,SUP001,Acme Materials,COMP_A,Steel Alloy,14,6422,1,Tier1,Asia
2023-07-07,SUP002,Global Plastics,COMP_B,Polymer X,22,2772,1,Tier2,Europe
2023-07-08,SUP001,Acme Materials,COMP_A,Steel Alloy,16,5254,1,Tier1,Asia
2023-07-08,SUP002,Global Plastics,COMP_B,Polymer X,22,2205,1,Tier2,Europe
2023-07-09,SUP001,Acme Materials,COMP_A,Steel Alloy,14,4488,1,Tier1,Asia
2023-07-09,SUP002,Global Plastics,COMP_B,Polymer X,27,1439,0,Tier2,Europe
2023-07-10,SUP001,Acme Materials,COMP_A,Steel Alloy,24,5951,0,Tier1,Asia
2023-07-10,SUP002,Global Plastics,COMP_B,Polymer X,22,1979,1,Tier2,Europe
2023-07-11,SUP001,Acme Materials,COMP_A,Steel Alloy,16,4568,1,Tier1,Asia
2023-07-11,SUP002,Global Plastics,COMP_B,Polymer X,22,2014,1,Tier2,Europe
2023-07-12,SUP001,Acme Materials,COMP_A,Steel Alloy,14,3924,1,Tier1,Asia
2023-07-12,SUP002,Global Plastics,COMP_B,Polymer X,24,4785,1,Tier2,Europe
2023-07-13,SUP001,Acme Materials,COMP_A,Steel Alloy,14,4854,1,Tier1,Asia
2023-07-13,SUP002,Global Plastics,COMP_B,Polymer X,22,743,1,Tier2,Europe
2023-07-14,SUP001,Acme Materials,COMP_A,Steel Alloy,14,4438,1,Tier1,Asia
2023-07-14,SUP002,Global Plastics,COMP_B,Polymer X,22,2950,1,Tier2,Europe
2023-07-15,SUP001,Acme Materials,COMP_A,Steel Alloy,16,7478,1,Tier1,Asia
2023-07-15,SUP002,Global Plastics,COMP_B,Polymer X,22,2189,1,Tier2,Europe
2023-07-16,SUP001,Acme Materials,COMP_A,Steel Alloy,16,2509,1,Tier1,Asia
2023-07-16,SUP002,Global Plastics,COMP_B,Polymer X,27,3213,0,Tier2,Europe
2023-07-17,SUP001,Acme Materials,COMP_A,Steel Alloy,14,5843,1,Tier1,Asia
2023-07-17,SUP002,Global Plastics,COMP_B,Polymer X,27,1057,0,Tier2,Europe
2023-07-18,SUP001,Acme Materials,COMP_A,Steel Alloy,14,4666,1,Tier1,Asia
2023-07-18,SUP002,Global Plastics,COMP_B,Polymer X,22,2380,1,Tier2,Europe
2023-07-19,SUP001,Acme Materials,COMP_A,Steel Alloy,19,4538,0,Tier1,Asia
2023-07-19,SUP002,Global Plastics,COMP_B,Polymer X,22,1952,1,Tier2,Europe
2023-07-20,SUP001,Acme Materials,COMP_A,Steel Alloy,14,3567,1,Tier1,Asia
2023-07-20,SUP002,Global Plastics,COMP_B,Polymer X,24,1502,1,Tier2,Europe
2023-07-21,SUP001,Acme Materials,COMP_A,Steel Alloy,16,6376,1,Tier1,Asia
2023-07-21,SUP002,Global Plastics,COMP_B,Polymer X,27,3087,0,Tier2,Europe
2023-07-22,SUP001,Acme Materials,COMP_A,Steel Alloy,14,6766,1,Tier1,Asia
2023-07-22,SUP002,Global Plastics,COMP_B,Polymer X,27,3271,0,Tier2,Europe
2023-07-23,SUP001,Acme Materials,COMP_A,Steel Alloy,14,9024,1,Tier1,Asia
2023-07-23,SUP002,Global Plastics,COMP_B,Polymer X,24,2051,1,Tier2,Europe
2023-07-24,SUP001,Acme Materials,COMP_A,Steel Alloy,14,6243,1,Tier1,Asia
2023-07-24,SUP002,Global Plastics,COMP_B,Polymer X,22,1750,1,Tier2,Europe
2023-07-25,SUP001,Acme Materials,COMP_A,Steel Alloy,14,5371,1,Tier1,Asia
2023-07-25,SUP002,Global Plastics,COMP_B,Polymer X,22,2590,1,Tier2,Europe
2023-07-26,SUP001,Acme Materials,COMP_A,Steel Alloy,14,4311,1,Tier1,Asia
2023-07-26,SUP002,Global Plastics,COMP_B,Polymer X,22,3190,1,Tier2,Europe
2023-07-27,SUP001,Acme Materials,COMP_A,Steel Alloy,14,5845,1,Tier1,Asia
2023-07-27,SUP002,Global Plastics,COMP_B,Polymer X,27,2523,0,Tier2,Europe
2023-07-28,SUP001,Acme Materials,COMP_A,Steel Alloy,14,4633,1,Tier1,Asia
2023-07-28,SUP002,Global Plastics,COMP_B,Polymer X,22,2686,1,Tier2,Europe
2023-07-29,SUP001,Acme Materials,COMP_A,Steel Alloy,19,4262,0,Tier1,Asia
2023-07-29,SUP002,Global Plastics,COMP_B,Polymer X,27,2277,0,Tier2,Europe
2023-07-30,SUP001,Acme Materials,COMP_A,Steel Alloy,14,5520,1,Tier1,Asia
2023-07-30,SUP002,Global Plastics,COMP_B,Polymer X,27,2850,0,Tier2,Europe
2023-07-31,SUP001,Acme Materials,COMP_A,Steel Alloy,14,4864,1,Tier1,Asia
2023-07-31,SUP002,Global Plastics,COMP_B,Polymer X,22,2846,1,Tier2,Europe
2023-08-01,SUP001,Acme Materials,COMP_A,Steel Alloy,16,7347,1,Tier1,Asia
2023-08-01,SUP002,Global Plastics,COMP_B,Polymer X,22,5266,1,Tier2,Europe
2023-08-02,SUP001,Acme Materials,COMP_A,Steel Alloy,16,3938,1,Tier1,Asia
2023-08-02,SUP002,Global Plastics,COMP_B,Polymer X,24,3092,1,Tier2,Europe
2023-08-03,SUP001,Acme Materials,COMP_A,Steel Alloy,24,3810,0,Tier1,Asia
2023-08-03,SUP002,Global Plastics,COMP_B,Polymer X,22,2817,1,Tier2,Europe
2023-08-04,SUP001,Acme Materials,COMP_A,Steel Alloy,14,5892,1,Tier1,Asia
2023-08-04,SUP002,Global Plastics,COMP_B,Polymer X,22,4244,1,Tier2,Europe
2023-08-05,SUP001,Acme Materials,COMP_A,Steel Alloy,16,3945,1,Tier1,Asia
2023-08-05,SUP002,Global Plastics,COMP_B,Polymer X,22,4767,1,Tier2,Europe
2023-08-06,SUP001,Acme Materials,COMP_A,Steel Alloy,19,3806,0,Tier1,Asia
2023-08-06,SUP002,Global Plastics,COMP_B,Polymer X,22,3235,1,Tier2,Europe
2023-08-07,SUP001,Acme Materials,COMP_A,Steel Alloy,16,5186,1,Tier1,Asia
2023-08-07,SUP002,Global Plastics,COMP_B,Polymer X,22,3716,1,Tier2,Europe
2023-08-08,SUP001,Acme Materials,COMP_A,Steel Alloy,14,6949,1,Tier1,Asia
2023-08-08,SUP002,Global Plastics,COMP_B,Polymer X,22,684,1,Tier2,Europe
2023-08-09,SUP001,Acme Materials,COMP_A,Steel Alloy,14,6445,1,Tier1,Asia
2023-08-09,SUP002,Global Plastics,COMP_B,Polymer X,24,4431,1,Tier2,Europe
2023-08-10,SUP001,Acme Materials,COMP_A,Steel Alloy,19,3030,0,Tier1,Asia
2023-08-10,SUP002,Global Plastics,COMP_B,Polymer X,27,3586,0,Tier2,Europe
2023-08-11,SUP001,Acme Materials,COMP_A,Steel Alloy,14,5404,1,Tier1,Asia
2023-08-11,SUP002,Global Plastics,COMP_B,Polymer X,22,1141,1,Tier2,Europe
2023-08-12,SUP001,Acme Materials,COMP_A,Steel Alloy,14,3400,1,Tier1,Asia
2023-08-12,SUP002,Global Plastics,COMP_B,Polymer X,22,4035,1,Tier2,Europe
2023-08-13,SUP001,Acme Materials,COMP_A,Steel Alloy,14,4966,1,Tier1,Asia
2023-08-13,SUP002,Global Plastics,COMP_B,Polymer X,24,2541,1,Tier2,Europe
2023-08-14,SUP001,Acme Materials,COMP_A,Steel Alloy,14,4978,1,Tier1,Asia
2023-08-14,SUP002,Global Plastics,COMP_B,Polymer X,22,4344,1,Tier2,Europe
2023-08-15,SUP001,Acme Materials,COMP_A,Steel Alloy,14,3500,1,Tier1,Asia
2023-08-15,SUP002,Global Plastics,COMP_B,Polymer X,24,3286,1,Tier2,Europe
2023-08-16,SUP001,Acme Materials,COMP_A,Steel Alloy,16,4840,1,Tier1,Asia
2023-08-16,SUP002,Global Plastics,COMP_B,Polymer X,27,4456,0,Tier2,Europe
2023-08-17,SUP001,Acme Materials,COMP_A,Steel Alloy,16,4431,1,Tier1,Asia
2023-08-17,SUP002,Global Plastics,COMP_B,Polymer X,27,2362,0,Tier2,Europe
2023-08-18,SUP001,Acme Materials,COMP_A,Steel Alloy,14,4432,1,Tier1,Asia
2023-08-18,SUP002,Global Plastics,COMP_B,Polymer X,22,1159,1,Tier2,Europe
2023-08-19,SUP001,Acme Materials,COMP_A,Steel Alloy,19,4755,0,Tier1,Asia
2023-08-19,SUP002,Global Plastics,COMP_B,Polymer X,22,2285,1,Tier2,Europe
2023-08-20,SUP001,Acme Materials,COMP_A,Steel Alloy,19,5552,0,Tier1,Asia
2023-08-20,SUP002,Global Plastics,COMP_B,Polymer X,22,4301,1,Tier2,Europe
2023-08-21,SUP001,Acme Materials,COMP_A,Steel Alloy,16,5466,1,Tier1,Asia
2023-08-21,SUP002,Global Plastics,COMP_B,Polymer X,32,4452,0,Tier2,Europe
2023-08-22,SUP001,Acme Materials,COMP_A,Steel Alloy,14,4384,1,Tier1,Asia
2023-08-22,SUP002,Global Plastics,COMP_B,Polymer X,27,3248,0,Tier2,Europe
2023-08-23,SUP001,Acme Materials,COMP_A,Steel Alloy,16,7100,1,Tier1,Asia
2023-08-23,SUP002,Global Plastics,COMP_B,Polymer X,22,3616,1,Tier2,Europe
2023-08-24,SUP001,Acme Materials,COMP_A,Steel Alloy,16,5743,1,Tier1,Asia
2023-08-24,SUP002,Global Plastics,COMP_B,Polymer X,22,6097,1,Tier2,Europe
2023-08-25,SUP001,Acme Materials,COMP_A,Steel Alloy,14,7660,1,Tier1,Asia
2023-08-25,SUP002,Global Plastics,COMP_B,Polymer X,22,3816,1,Tier2,Europe
2023-08-26,SUP001,Acme Materials,COMP_A,Steel Alloy,14,5558,1,Tier1,Asia
2023-08-26,SUP002,Global Plastics,COMP_B,Polymer X,24,2116,1,Tier2,Europe
2023-08-27,SUP001,Acme Materials,COMP_A,Steel Alloy,14,2790,1,Tier1,Asia
2023-08-27,SUP002,Global Plastics,COMP_B,Polymer X,22,2380,1,Tier2,Europe
2023-08-28,SUP001,Acme Materials,COMP_A,Steel Alloy,14,4581,1,Tier1,Asia
2023-08-28,SUP002,Global Plastics,COMP_B,Polymer X,22,2762,1,Tier2,Europe
2023-08-29,SUP001,Acme Materials,COMP_A,Steel Alloy,14,5988,1,Tier1,Asia
2023-08-29,SUP002,Global Plastics,COMP_B,Polymer X,22,4762,1,Tier2,Europe
2023-08-30,SUP001,Acme Materials,COMP_A,Steel Alloy,14,6004,1,Tier1,Asia
2023-08-30,SUP002,Global Plastics,COMP_B,Polymer X,32,3086,0,Tier2,Europe
2023-08-31,SUP001,Acme Materials,COMP_A,Steel Alloy,19,5903,0,Tier1,Asia
2023-08-31,SUP002,Global Plastics,COMP_B,Polymer X,22,3131,1,Tier2,Europe
2023-09-01,SUP001,Acme Materials,COMP_A,Steel Alloy,16,3618,1,Tier1,Asia
2023-09-01,SUP002,Global Plastics,COMP_B,Polymer X,22,2846,1,Tier2,Europe
2023-09-02,SUP001,Acme Materials,COMP_A,Steel Alloy,14,4053,1,Tier1,Asia
2023-09-02,SUP002,Global Plastics,COMP_B,Polymer X,22,2010,1,Tier2,Europe
2023-09-03,SUP001,Acme Materials,COMP_A,Steel Alloy,16,5615,1,Tier1,Asia
2023-09-03,SUP002,Global Plastics,COMP_B,Polymer X,24,2049,1,Tier2,Europe
2023-09-04,SUP001,Acme Materials,COMP_A,Steel Alloy,14,6332,1,Tier1,Asia
2023-09-04,SUP002,Global Plastics,COMP_B,Polymer X,22,2646,1,Tier2,Europe
2023-09-05,SUP001,Acme Materials,COMP_A,Steel Alloy,16,6129,1,Tier1,Asia
2023-09-05,SUP002,Global Plastics,COMP_B,Polymer X,22,2909,1,Tier2,Europe
2023-09-06,SUP001,Acme Materials,COMP_A,Steel Alloy,16,4041,1,Tier1,Asia
2023-09-06,SUP002,Global Plastics,COMP_B,Polymer X,22,3763,1,Tier2,Europe
2023-09-07,SUP001,Acme Materials,COMP_A,Steel Alloy,14,5523,1,Tier1,Asia
2023-09-07,SUP002,Global Plastics,COMP_B,Polymer X,22,5190,1,Tier2,Europe
2023-09-08,SUP001,Acme Materials,COMP_A,Steel Alloy,14,4310,1,Tier1,Asia
2023-09-08,SUP002,Global Plastics,COMP_B,Polymer X,22,2656,1,Tier2,Europe
2023-09-09,SUP001,Acme Materials,COMP_A,Steel Alloy,14,3520,1,Tier1,Asia
2023-09-09,SUP002,Global Plastics,COMP_B,Polymer X,22,3271,1,Tier2,Europe
2023-09-10,SUP001,Acme Materials,COMP_A,Steel Alloy,19,5546,0,Tier1,Asia
2023-09-10,SUP002,Global Plastics,COMP_B,Polymer X,22,1175,1,Tier2,Europe
2023-09-11,SUP001,Acme Materials,COMP_A,Steel Alloy,24,4106,0,Tier1,Asia
2023-09-11,SUP002,Global Plastics,COMP_B,Polymer X,24,2080,1,Tier2,Europe
2023-09-12,SUP001,Acme Materials,COMP_A,Steel Alloy,14,6140,1,Tier1,Asia
2023-09-12,SUP002,Global Plastics,COMP_B,Polymer X,22,302,1,Tier2,Europe
2023-09-13,SUP001,Acme Materials,COMP_A,Steel Alloy,19,2627,0,Tier1,Asia
2023-09-13,SUP002,Global Plastics,COMP_B,Polymer X,22,3152,1,Tier2,Europe
2023-09-14,SUP001,Acme Materials,COMP_A,Steel Alloy,14,5386,1,Tier1,Asia
2023-09-14,SUP002,Global Plastics,COMP_B,Polymer X,27,5130,0,Tier2,Europe
2023-09-15,SUP001,Acme Materials,COMP_A,Steel Alloy,14,4479,1,Tier1,Asia
2023-09-15,SUP002,Global Plastics,COMP_B,Polymer X,22,3548,1,Tier2,Europe
2023-09-16,SUP001,Acme Materials,COMP_A,Steel Alloy,19,5849,0,Tier1,Asia
2023-09-16,SUP002,Global Plastics,COMP_B,Polymer X,22,2381,1,Tier2,Europe
2023-09-17,SUP001,Acme Materials,COMP_A,Steel Alloy,14,6043,1,Tier1,Asia
2023-09-17,SUP002,Global Plastics,COMP_B,Polymer X,27,3871,0,Tier2,Europe
2023-09-18,SUP001,Acme Materials,COMP_A,Steel Alloy,19,2009,0,Tier1,Asia
2023-09-18,SUP002,Global Plastics,COMP_B,Polymer X,24,2494,1,Tier2,Europe
2023-09-19,SUP001,Acme Materials,COMP_A,Steel Alloy,14,4880,1,Tier1,Asia
2023-09-19,SUP002,Global Plastics,COMP_B,Polymer X,22,3449,1,Tier2,Europe
2023-09-20,SUP001,Acme Materials,COMP_A,Steel Alloy,14,3386,1,Tier1,Asia
2023-09-20,SUP002,Global Plastics,COMP_B,Polymer X,22,1497,1,Tier2,Europe
2023-09-21,SUP001,Acme Materials,COMP_A,Steel Alloy,19,4115,0,Tier1,Asia
2023-09-21,SUP002,Global Plastics,COMP_B,Polymer X,27,1287,0,Tier2,Europe
2023-09-22,SUP001,Acme Materials,COMP_A,Steel Alloy,19,5928,0,Tier1,Asia
2023-09-22,SUP002,Global Plastics,COMP_B,Polymer X,22,1806,1,Tier2,Europe
2023-09-23,SUP001,Acme Materials,COMP_A,Steel Alloy,19,4948,0,Tier1,Asia
2023-09-23,SUP002,Global Plastics,COMP_B,Polymer X,27,5100,0,Tier2,Europe
2023-09-24,SUP001,Acme Materials,COMP_A,Steel Alloy,24,2481,0,Tier1,Asia
2023-09-24,SUP002,Global Plastics,COMP_B,Polymer X,24,1945,1,Tier2,Europe
2023-09-25,SUP001,Acme Materials,COMP_A,Steel Alloy,16,4710,1,Tier1,Asia
2023-09-25,SUP002,Global Plastics,COMP_B,Polymer X,22,5240,1,Tier2,Europe
2023-09-26,SUP001,Acme Materials,COMP_A,Steel Alloy,19,3712,0,Tier1,Asia
2023-09-26,SUP002,Global Plastics,COMP_B,Polymer X,24,4679,1,Tier2,Europe
2023-09-27,SUP001,Acme Materials,COMP_A,Steel Alloy,14,6796,1,Tier1,Asia
2023-09-27,SUP002,Global Plastics,COMP_B,Polymer X,22,3216,1,Tier2,Europe
2023-09-28,SUP001,Acme Materials,COMP_A,Steel Alloy,14,6196,1,Tier1,Asia
2023-09-28,SUP002,Global Plastics,COMP_B,Polymer X,22,819,1,Tier2,Europe
2023-09-29,SUP001,Acme Materials,COMP_A,Steel Alloy,14,4005,1,Tier1,Asia
2023-09-29,SUP002,Global Plastics,COMP_B,Polymer X,22,4402,1,Tier2,Europe
2023-09-30,SUP001,Acme Materials,COMP_A,Steel Alloy,16,4566,1,Tier1,Asia
2023-09-30,SUP002,Global Plastics,COMP_B,Polymer X,22,3183,1,Tier2,Europe
2023-10-01,SUP001,Acme Materials,COMP_A,Steel Alloy,14,4255,1,Tier1,Asia
2023-10-01,SUP002,Global Plastics,COMP_B,Polymer X,27,2695,0,Tier2,Europe
2023-10-02,SUP001,Acme Materials,COMP_A,Steel Alloy,19,5102,0,Tier1,Asia
2023-10-02,SUP002,Global Plastics,COMP_B,Polymer X,27,3332,0,Tier2,Europe
2023-10-03,SUP001,Acme Materials,COMP_A,Steel Alloy,16,6524,1,Tier1,Asia
2023-10-03,SUP002,Global Plastics,COMP_B,Polymer X,24,2963,1,Tier2,Europe
2023-10-04,SUP001,Acme Materials,COMP_A,Steel Alloy,16,2914,1,Tier1,Asia
2023-10-04,SUP002,Global Plastics,COMP_B,Polymer X,22,2474,1,Tier2,Europe
2023-10-05,SUP001,Acme Materials,COMP_A,Steel Alloy,14,6506,1,Tier1,Asia
2023-10-05,SUP002,Global Plastics,COMP_B,Polymer X,22,3934,1,Tier2,Europe
2023-10-06,SUP001,Acme Materials,COMP_A,Steel Alloy,19,4530,0,Tier1,Asia
2023-10-06,SUP002,Global Plastics,COMP_B,Polymer X,24,2275,1,Tier2,Europe
2023-10-07,SUP001,Acme Materials,COMP_A,Steel Alloy,14,4341,1,Tier1,Asia
2023-10-07,SUP002,Global Plastics,COMP_B,Polymer X,24,1439,1,Tier2,Europe
2023-10-08,SUP001,Acme Materials,COMP_A,Steel Alloy,24,5356,0,Tier1,Asia
2023-10-08,SUP002,Global Plastics,COMP_B,Polymer X,22,4736,1,Tier2,Europe
2023-10-09,SUP001,Acme Materials,COMP_A,Steel Alloy,14,4220,1,Tier1,Asia
2023-10-09,SUP002,Global Plastics,COMP_B,Polymer X,22,1846,1,Tier2,Europe
2023-10-10,SUP001,Acme Materials,COMP_A,Steel Alloy,14,5142,1,Tier1,Asia
2023-10-10,SUP002,Global Plastics,COMP_B,Polymer X,22,2188,1,Tier2,Europe
2023-10-11,SUP001,Acme Materials,COMP_A,Steel Alloy,16,4872,1,Tier1,Asia
2023-10-11,SUP002,Global Plastics,COMP_B,Polymer X,24,5103,1,Tier2,Europe
2023-10-12,SUP001,Acme Materials,COMP_A,Steel Alloy,24,6373,0,Tier1,Asia
2023-10-12,SUP002,Global Plastics,COMP_B,Polymer X,22,1152,1,Tier2,Europe
2023-10-13,SUP001,Acme Materials,COMP_A,Steel Alloy,14,4517,1,Tier1,Asia
2023-10-13,SUP002,Global Plastics,COMP_B,Polymer X,24,3398,1,Tier2,Europe
2023-10-14,SUP001,Acme Materials,COMP_A,Steel Alloy,16,5381,1,Tier1,Asia
2023-10-14,SUP002,Global Plastics,COMP_B,Polymer X,22,1880,1,Tier2,Europe
2023-10-15,SUP001,Acme Materials,COMP_A,Steel Alloy,19,5227,0,Tier1,Asia
2023-10-15,SUP002,Global Plastics,COMP_B,Polymer X,24,5343,1,Tier2,Europe
2023-10-16,SUP001,Acme Materials,COMP_A,Steel Alloy,14,7158,1,Tier1,Asia
2023-10-16,SUP002,Global Plastics,COMP_B,Polymer X,22,3081,1,Tier2,Europe
2023-10-17,SUP001,Acme Materials,COMP_A,Steel Alloy,16,5228,1,Tier1,Asia
